price,carat,city,depth,table,x,y,z,cut,color,clarity
6352,1.0,Surat,62.4,60.0,6.35,6.38,3.97,Premium,F,VS2
4171,0.73,Dubai,61.1,56.0,5.83,5.86,3.57,Ideal,F,VVS1
554,0.26,Antwerp,63.4,59.0,4.0,4.04,2.55,Very Good,E,VVS1
775,0.34,Antwerp,61.2,59.0,4.46,4.5,2.74,Very Good,G,VVS2
544,0.31,Tel Aviv,62.4,57.0,4.31,4.34,2.7,Ideal,E,SI1
965,0.5,New York City,63.2,60.0,5.01,5.06,3.18,Good,J,VS2
8678,1.51,Kimberly,61.8,59.0,7.36,7.39,4.56,Ideal,J,VS1
1109,0.33,Antwerp,63.2,56.0,4.45,4.44,2.81,Very Good,D,VS1
444,0.32,Zurich,60.9,58.0,4.42,4.38,2.68,Premium,E,I1
3898,0.91,Kimberly,61.5,56.0,6.23,6.2,3.82,Ideal,E,SI2
1382,0.62,Dubai,59.6,58.0,5.63,5.56,3.34,Premium,G,SI1
9333,1.24,London,62.2,55.0,6.89,6.87,4.28,Ideal,F,VS1
1043,0.5,Paris,63.1,61.0,5.06,4.98,3.17,Good,F,SI1
490,0.34,Amsterdam,63.3,56.0,4.45,4.46,2.82,Good,H,SI1
773,0.42,Tel Aviv,62.5,55.0,4.8,4.83,3.01,Very Good,E,SI1
755,0.41,New York City,63.4,58.0,4.77,4.66,2.99,Good,H,VS2
16956,2.01,Zurich,58.5,58.0,8.3,8.25,4.84,Premium,H,SI1
4263,0.8,Antwerp,61.6,57.0,5.95,5.97,3.67,Very Good,E,VS2
1361,0.54,New York City,63.2,58.0,5.12,5.16,3.25,Good,H,VS1
402,0.23,Las Vegas,61.9,58.0,3.92,3.96,2.44,Very Good,D,VS1
558,0.31,Luxembourg,61.0,61.0,4.39,4.33,2.66,Premium,H,SI1
548,0.23,Paris,61.8,54.0,3.94,3.96,2.44,Ideal,E,VS2
4429,0.91,Amsterdam,60.2,58.0,6.29,6.31,3.79,Very Good,G,SI1
2066,0.7,Zurich,62.4,59.0,5.63,5.75,3.55,Very Good,H,SI1
2649,0.81,Dubai,62.7,56.0,5.91,5.96,3.72,Very Good,G,SI2
1021,0.33,Kimberly,61.9,56.0,4.47,4.42,2.75,Ideal,F,VVS1
1259,0.51,Antwerp,63.7,55.0,5.1,5.07,3.24,Good,G,SI1
4295,1.0,Las Vegas,63.1,56.0,6.41,6.31,4.01,Very Good,G,SI1
1323,0.5,Antwerp,65.7,56.0,5.01,4.97,3.28,Fair,D,SI1
756,0.32,Surat,60.3,64.0,4.42,4.44,2.67,Good,E,VS1
853,0.38,Dubai,61.7,54.3,4.68,4.69,2.89,Ideal,E,VS2
2334,0.54,Surat,62.3,53.7,5.22,5.26,3.26,Ideal,F,VVS2
6717,1.5,Surat,64.8,58.0,7.05,7.15,4.6,Fair,I,SI2
4654,1.15,Antwerp,61.9,57.0,6.68,6.72,4.15,Very Good,H,SI2
1389,0.54,Dubai,61.7,59.0,5.2,5.17,3.2,Premium,G,SI1
5412,1.18,Dubai,61.3,55.6,6.79,6.84,4.18,Ideal,I,SI1
755,0.31,New York City,61.4,58.0,4.33,4.37,2.67,Ideal,E,VVS2
487,0.35,Dubai,62.4,57.0,4.47,4.5,2.8,Very Good,D,SI2
1887,0.5,London,59.6,63.0,5.11,5.16,3.06,Very Good,G,VVS1
2513,0.71,Las Vegas,62.1,54.0,5.72,5.75,3.56,Ideal,G,SI1
5833,1.2,Antwerp,63.0,56.0,6.74,6.65,4.22,Ideal,H,VS2
9352,1.52,Amsterdam,62.4,55.0,7.35,7.4,4.6,Ideal,I,VS2
10351,1.17,Amsterdam,61.9,54.0,6.76,6.82,4.2,Ideal,F,VVS2
829,0.35,Dubai,62.3,55.0,4.52,4.54,2.82,Ideal,D,VS2
885,0.3,Tel Aviv,61.1,57.0,4.34,4.37,2.66,Ideal,D,VS1
5114,1.2,Paris,63.3,57.0,6.75,6.7,4.26,Very Good,H,SI1
15515,2.24,Amsterdam,61.9,58.0,8.36,8.29,5.15,Premium,I,SI2
8770,1.51,Zurich,62.5,59.0,7.29,7.34,4.57,Premium,J,VVS2
2856,1.0,New York City,66.1,56.0,6.21,5.97,4.04,Fair,H,SI2
1074,0.4,London,60.9,58.0,4.75,4.78,2.9,Ideal,H,IF
9980,1.02,Dubai,60.8,58.0,6.56,6.46,3.96,Premium,F,VVS1
4891,1.03,Surat,60.9,56.0,6.56,6.51,3.98,Ideal,F,SI2
1388,0.42,Antwerp,61.8,57.0,4.82,4.79,2.97,Ideal,D,VS1
456,0.32,Tel Aviv,61.3,56.0,4.42,4.45,2.72,Ideal,E,SI2
1295,0.41,Luxembourg,62.5,58.0,4.72,4.75,2.96,Premium,D,VVS2
16626,2.01,Surat,62.7,58.0,7.94,7.98,4.99,Very Good,I,VS2
969,0.41,Tel Aviv,61.0,60.0,4.81,4.77,2.92,Premium,F,SI1
6236,1.28,Dubai,62.6,58.0,6.94,6.89,4.33,Premium,G,SI2
12406,1.67,London,61.9,57.0,7.56,7.59,4.69,Ideal,I,VS2
1712,0.56,Kimberly,63.2,61.0,5.2,5.28,3.3,Good,F,VS1
1014,0.7,Amsterdam,66.3,63.0,5.58,5.43,3.66,Fair,I,I1
579,0.33,Luxembourg,61.4,60.0,4.41,4.45,2.72,Premium,G,VS2
1621,0.7,Surat,60.0,59.0,5.8,5.77,3.47,Premium,H,I1
1046,0.53,Las Vegas,62.1,54.0,5.2,5.24,3.24,Ideal,I,VS2
3249,0.76,Kimberly,63.2,56.0,5.82,5.86,3.69,Good,E,VS2
7980,1.27,Zurich,60.9,59.0,7.03,6.97,4.26,Premium,E,SI1
3696,1.0,Antwerp,66.5,55.0,6.21,6.19,4.12,Fair,E,SI1
2764,0.71,New York City,63.6,58.0,5.64,5.68,3.6,Very Good,D,SI1
5468,1.05,New York City,59.0,59.0,6.71,6.68,3.95,Premium,H,VS2
7819,1.5,Surat,60.1,61.0,7.25,7.3,4.37,Fair,J,VS1
2274,0.57,Madrid,62.2,59.0,5.29,5.26,3.28,Premium,E,VS2
4061,1.02,Kimberly,62.2,58.0,6.41,6.36,3.97,Premium,I,SI2
605,0.3,Kimberly,61.9,55.0,4.31,4.32,2.67,Ideal,F,VS2
15255,2.01,New York City,63.1,58.0,7.89,8.01,5.02,Good,E,SI2
2930,0.9,Madrid,58.7,63.0,6.23,6.2,3.65,Very Good,E,SI2
1094,0.36,Surat,61.0,59.0,4.61,4.57,2.8,Premium,D,VS2
1197,0.5,Zurich,60.0,63.0,5.06,5.1,3.05,Very Good,G,SI1
17448,2.48,Las Vegas,63.0,62.0,8.58,8.62,5.42,Very Good,I,SI2
921,0.31,Surat,62.4,55.0,4.32,4.34,2.7,Ideal,F,VVS1
7714,1.3,Kimberly,61.5,58.0,6.96,6.98,4.29,Premium,H,VS1
451,0.33,Surat,61.6,54.0,4.5,4.52,2.78,Ideal,J,VS1
17533,2.02,Surat,57.9,63.0,8.13,8.21,4.73,Good,I,VS1
16339,1.6,Las Vegas,60.8,56.0,7.58,7.54,4.6,Ideal,G,VVS1
557,0.33,Las Vegas,62.3,58.0,4.43,4.4,2.75,Premium,F,SI2
743,0.33,Surat,62.7,54.0,4.45,4.42,2.78,Ideal,I,VVS2
1070,0.51,Kimberly,62.7,56.0,5.06,5.08,3.18,Very Good,F,SI2
18678,2.02,New York City,62.1,56.0,8.07,7.99,4.99,Premium,F,SI2
6527,1.11,Luxembourg,61.1,59.0,6.66,6.63,4.06,Premium,H,VS2
1668,0.51,Antwerp,63.1,58.0,5.08,5.13,3.22,Good,D,VS2
2780,0.77,Antwerp,61.2,58.0,5.9,5.93,3.62,Premium,G,VS2
983,0.37,Amsterdam,60.5,57.0,4.65,4.68,2.82,Ideal,D,VVS2
3841,0.9,Tel Aviv,61.3,60.0,6.14,6.17,3.77,Very Good,G,SI1
6286,1.04,Paris,59.4,58.0,6.63,6.67,3.95,Ideal,G,VS2
9817,1.1,Antwerp,61.2,56.0,6.68,6.65,4.08,Ideal,F,VVS2
1013,0.3,Las Vegas,60.4,60.0,4.34,4.3,2.61,Premium,H,IF
8281,1.25,Madrid,58.2,61.0,7.1,7.05,4.12,Premium,G,VVS1
1026,0.49,Paris,60.6,60.0,5.1,5.06,3.08,Premium,G,SI1
11074,1.11,Zurich,62.9,55.0,6.56,6.62,4.14,Ideal,E,VVS2
6958,1.24,London,61.6,57.0,6.92,6.84,4.24,Ideal,H,SI1
3463,0.73,Luxembourg,61.7,54.0,5.82,5.76,3.57,Ideal,F,VVS2
6129,1.2,Antwerp,61.0,58.0,6.92,6.84,4.2,Premium,H,SI1
666,0.33,Antwerp,62.4,56.0,4.43,4.45,2.77,Ideal,G,VS1
799,0.27,Kimberly,61.9,57.0,4.18,4.15,2.58,Ideal,D,VVS1
6942,1.15,Amsterdam,63.0,57.0,6.69,6.64,4.2,Premium,D,SI1
4008,0.9,Surat,62.5,62.0,6.04,6.09,3.79,Good,G,SI1
1179,0.42,New York City,61.4,56.0,4.81,4.83,2.96,Ideal,G,VVS1
669,0.35,Surat,63.4,56.0,4.5,4.46,2.84,Very Good,G,SI1
3392,0.85,Zurich,61.4,56.0,6.06,6.12,3.74,Ideal,I,SI1
14740,2.11,Surat,62.4,53.0,8.17,8.27,5.13,Very Good,I,SI1
807,0.4,Antwerp,62.9,56.0,4.69,4.72,2.96,Very Good,G,VS2
4948,1.04,Amsterdam,62.6,55.0,6.49,6.42,4.04,Premium,G,SI1
694,0.33,Madrid,62.1,58.0,4.39,4.43,2.74,Premium,I,IF
571,0.31,Kimberly,62.3,55.0,4.33,4.37,2.71,Ideal,D,SI1
3393,0.77,Antwerp,59.3,56.0,5.98,6.03,3.56,Good,F,VS1
963,0.4,Las Vegas,63.0,57.0,4.63,4.7,2.94,Very Good,F,VVS2
565,0.41,Dubai,64.0,59.0,4.64,4.71,2.99,Good,J,VS2
1807,0.53,Zurich,60.9,56.0,5.25,5.21,3.18,Ideal,G,VS2
2443,0.76,Dubai,62.5,59.0,5.79,5.77,3.61,Premium,F,SI1
756,0.32,Surat,62.5,55.0,4.4,4.37,2.74,Ideal,I,VVS1
453,0.26,Kimberly,58.7,59.0,4.14,4.27,2.47,Very Good,F,VS2
726,0.36,Kimberly,60.9,57.0,4.58,4.61,2.8,Ideal,F,VS2
13917,1.58,Tel Aviv,60.0,57.0,7.52,7.58,4.53,Ideal,F,VS2
1035,0.45,Madrid,62.3,58.0,4.86,4.84,3.02,Premium,I,VS1
3724,0.92,Madrid,63.8,57.0,6.13,6.16,3.92,Very Good,G,SI1
8408,1.52,Surat,62.8,58.0,7.25,7.3,4.57,Very Good,H,SI2
911,0.3,Surat,61.3,59.0,4.33,4.28,2.64,Premium,E,VS1
1123,0.4,Las Vegas,61.4,55.0,4.72,4.76,2.91,Ideal,G,VVS1
12257,2.01,Tel Aviv,59.3,62.0,8.15,8.2,4.85,Very Good,J,SI1
984,0.51,Surat,63.1,56.0,5.1,5.13,3.23,Good,J,VS2
427,0.32,Dubai,61.3,56.0,4.42,4.45,2.72,Ideal,E,SI2
3303,0.7,Luxembourg,60.7,57.0,5.73,5.76,3.49,Ideal,G,VVS1
593,0.31,Surat,61.5,60.0,4.34,4.31,2.66,Premium,D,SI2
2557,0.73,London,61.9,57.0,5.76,5.81,3.58,Ideal,D,SI2
3024,0.9,Antwerp,63.1,60.0,6.09,6.14,3.86,Good,H,SI2
2364,0.71,Kimberly,62.9,58.0,5.66,5.62,3.55,Premium,H,SI1
979,0.38,Surat,59.7,60.0,4.71,4.74,2.82,Ideal,G,VVS1
7006,1.39,New York City,62.5,59.0,7.17,7.1,4.46,Premium,H,VS2
5622,1.19,Tel Aviv,58.8,60.0,6.93,6.98,4.09,Very Good,F,SI2
521,0.33,Antwerp,63.1,56.0,4.38,4.4,2.77,Good,I,VS1
2998,0.7,London,61.6,57.0,5.7,5.73,3.52,Ideal,F,VS1
3847,0.9,Antwerp,64.6,59.0,6.04,6.01,3.89,Fair,D,SI2
1138,0.52,Las Vegas,61.8,58.0,5.17,5.21,3.21,Good,D,SI2
3816,0.84,Surat,62.9,58.0,5.93,6.02,3.76,Very Good,D,SI1
5044,1.16,Tel Aviv,62.5,60.0,6.64,6.7,4.17,Very Good,D,SI2
1052,0.33,Las Vegas,60.2,57.0,4.5,4.47,2.7,Ideal,E,VVS1
14709,1.51,Kimberly,62.4,59.0,7.26,7.36,4.56,Very Good,E,VS2
10214,1.52,Antwerp,63.3,58.0,7.31,7.25,4.61,Very Good,E,SI2
2305,0.72,Paris,63.9,58.0,5.72,5.64,3.63,Good,E,SI1
789,0.3,Tel Aviv,62.2,57.0,4.27,4.31,2.67,Ideal,G,VVS1
1971,0.7,Dubai,62.4,58.0,5.62,5.67,3.52,Very Good,I,VS1
4832,1.1,Luxembourg,62.6,57.0,6.6,6.56,4.12,Premium,F,SI2
505,0.25,Luxembourg,61.2,62.0,4.04,4.07,2.48,Good,E,VVS2
16357,2.05,Tel Aviv,60.1,59.0,8.2,8.3,4.96,Premium,G,SI2
6296,1.0,Kimberly,62.9,59.0,6.47,6.4,4.02,Premium,F,VS2
14192,1.68,Madrid,62.7,58.0,7.51,7.54,4.72,Very Good,G,VS2
7459,1.31,Kimberly,62.5,58.0,6.97,6.94,4.35,Premium,H,VS2
1156,0.5,London,59.0,59.0,5.22,5.18,3.07,Premium,H,SI1
1360,0.53,Antwerp,61.8,56.0,5.19,5.23,3.22,Ideal,F,SI1
732,0.31,Tel Aviv,61.4,58.0,4.39,4.34,2.68,Premium,D,SI1
5346,1.11,Kimberly,61.0,59.0,6.7,6.67,4.08,Premium,G,VS2
5763,1.23,Zurich,60.5,58.0,6.9,6.94,4.19,Very Good,I,SI1
3984,1.17,New York City,62.2,58.0,6.76,6.72,4.19,Premium,F,I1
5486,1.01,Las Vegas,62.0,56.0,6.44,6.39,3.98,Ideal,F,SI1
1935,0.5,Amsterdam,62.8,57.0,5.04,4.99,3.15,Ideal,G,VVS2
685,0.32,Kimberly,60.6,57.0,4.46,4.48,2.71,Very Good,G,VVS1
4321,0.9,Surat,60.4,59.0,6.24,6.27,3.78,Premium,H,VS2
716,0.39,Antwerp,62.1,59.0,4.69,4.71,2.92,Very Good,F,VS2
5767,1.51,Tel Aviv,60.7,59.0,7.42,7.37,4.49,Premium,H,SI2
2841,0.95,Antwerp,66.7,56.0,6.16,6.03,4.06,Fair,G,SI1
2005,0.51,Antwerp,62.3,55.0,5.1,5.14,3.19,Ideal,G,VVS1
1723,0.5,London,62.4,56.0,5.06,5.1,3.17,Very Good,G,VVS2
4469,1.0,Paris,57.9,54.0,6.68,6.62,3.85,Good,H,SI1
6479,1.02,Tel Aviv,59.4,58.0,6.52,6.62,3.9,Very Good,F,VS2
544,0.31,New York City,63.0,59.0,4.26,4.31,2.7,Very Good,E,SI1
671,0.41,Amsterdam,63.4,57.0,4.7,4.73,2.99,Good,G,SI1
436,0.31,Dubai,61.9,55.0,4.37,4.39,2.71,Ideal,G,SI2
1389,0.56,Luxembourg,64.5,61.0,5.18,5.14,3.33,Fair,E,SI2
13157,1.51,Kimberly,60.8,60.0,7.42,7.38,4.5,Premium,G,VS2
1356,0.58,Antwerp,63.4,57.0,5.29,5.34,3.37,Ideal,D,SI2
1240,0.5,London,62.5,57.0,5.09,5.05,3.17,Ideal,G,SI1
459,0.34,Tel Aviv,62.4,56.0,4.45,4.49,2.79,Ideal,I,SI1
1140,0.5,Zurich,62.4,56.0,5.07,5.09,3.17,Ideal,H,SI1
1103,0.42,London,61.0,57.0,4.87,4.84,2.96,Ideal,F,VS1
533,0.32,Dubai,61.2,59.0,4.41,4.44,2.71,Premium,J,IF
4234,1.2,Kimberly,63.0,57.0,6.74,6.64,4.24,Ideal,J,SI1
805,0.34,Dubai,62.4,53.0,4.49,4.52,2.81,Ideal,D,VS2
4637,0.92,Surat,61.7,57.0,6.32,6.2,3.86,Premium,E,SI1
2539,0.72,Antwerp,60.7,57.0,5.78,5.81,3.51,Ideal,I,VS1
492,0.23,Kimberly,62.5,58.0,3.89,3.92,2.44,Very Good,D,VVS2
761,0.36,Surat,60.6,57.0,4.58,4.62,2.79,Ideal,G,VS1
5588,1.27,Dubai,63.4,60.0,6.8,6.85,4.33,Good,J,VS1
3024,0.75,Luxembourg,63.6,58.0,5.77,5.65,3.63,Good,D,SI1
5818,1.08,Antwerp,58.6,60.0,6.84,6.78,3.99,Premium,H,VS1
13711,1.83,Paris,61.9,57.0,7.91,7.85,4.88,Premium,I,VS1
865,0.31,Zurich,61.3,56.0,4.38,4.4,2.69,Ideal,E,VVS1
1245,0.43,Surat,62.2,55.0,4.84,4.87,3.02,Ideal,H,IF
12361,1.74,Las Vegas,64.5,56.0,7.56,7.54,4.87,Ideal,D,SI2
881,0.34,Surat,62.0,57.0,4.49,4.44,2.77,Ideal,E,VS1
5571,1.01,London,61.9,56.0,6.43,6.47,3.99,Ideal,E,SI1
607,0.29,Zurich,61.6,55.0,4.27,4.29,2.64,Ideal,H,VVS2
1662,0.56,Paris,60.8,55.0,5.33,5.37,3.25,Ideal,G,VS2
2383,0.72,Tel Aviv,62.0,56.0,5.75,5.79,3.58,Ideal,G,VS2
399,0.27,Dubai,58.8,57.0,4.25,4.36,2.53,Very Good,G,VS1
10032,1.52,Surat,62.9,59.9,7.27,7.31,4.59,Very Good,I,VS1
460,0.35,Kimberly,63.8,56.0,4.45,4.48,2.85,Good,F,SI2
6989,1.23,Antwerp,62.1,57.0,6.83,6.9,4.26,Ideal,I,VVS1
995,0.34,Amsterdam,61.1,59.0,4.52,4.48,2.75,Premium,H,VVS1
1087,0.42,London,61.8,56.0,4.84,4.81,2.98,Ideal,G,VS2
13771,1.51,Paris,62.0,62.0,7.35,7.23,4.52,Premium,F,VS2
1983,0.61,New York City,62.2,60.0,5.44,5.4,3.37,Very Good,E,SI1
935,0.41,Paris,63.5,54.0,4.71,4.74,3.0,Good,E,VS1
663,0.3,Kimberly,62.1,54.2,4.3,4.32,2.68,Ideal,E,VS1
2793,0.73,Luxembourg,62.7,55.0,5.72,5.76,3.6,Ideal,H,VS2
1116,0.49,Surat,62.5,57.0,4.99,5.02,3.13,Very Good,F,SI1
5783,1.24,Luxembourg,62.4,59.4,6.81,6.89,4.27,Very Good,J,VS1
1052,0.33,Surat,61.7,56.0,4.48,4.46,2.76,Ideal,E,VVS1
6730,1.07,Surat,62.0,58.0,6.59,6.53,4.07,Premium,G,VS1
5708,0.91,Surat,63.0,56.0,6.17,6.12,3.87,Premium,F,VVS2
8401,1.01,Tel Aviv,61.6,58.0,6.4,6.46,3.96,Very Good,E,VVS2
1103,0.42,Kimberly,60.9,57.0,4.88,4.84,2.96,Ideal,F,VS1
11502,2.29,New York City,63.4,57.0,8.4,8.33,5.3,Very Good,H,SI2
1436,0.5,Antwerp,63.3,56.0,5.07,5.1,3.22,Good,D,SI1
2639,0.5,Las Vegas,61.8,54.1,5.1,5.14,3.16,Ideal,D,VVS2
625,0.31,Las Vegas,62.9,58.0,4.27,4.31,2.7,Very Good,F,VS2
1400,0.42,Paris,62.0,56.0,4.78,4.84,2.98,Ideal,E,VVS1
2367,0.7,Amsterdam,62.1,56.0,5.68,5.72,3.54,Ideal,I,VVS2
505,0.23,Tel Aviv,61.2,60.0,3.97,4.0,2.44,Very Good,E,VVS2
877,0.4,Tel Aviv,61.3,55.0,4.75,4.78,2.92,Ideal,G,VS1
2263,0.8,Antwerp,59.7,58.0,6.03,6.09,3.62,Very Good,H,SI2
9533,1.5,Luxembourg,60.5,56.0,7.38,7.46,4.49,Ideal,I,VS1
3425,0.9,Las Vegas,63.5,62.0,6.09,6.13,3.88,Good,D,SI2
610,0.38,Madrid,61.7,56.0,4.64,4.67,2.87,Ideal,I,SI1
3556,0.9,Luxembourg,61.3,59.0,6.16,6.11,3.76,Premium,F,SI2
2246,0.71,London,62.9,58.0,5.62,5.66,3.55,Very Good,H,SI1
2822,0.7,London,61.4,64.0,5.71,5.66,3.49,Good,E,SI1
5997,0.96,Dubai,58.7,58.0,6.47,6.51,3.81,Very Good,E,VS2
7200,1.0,Kimberly,63.9,56.0,6.34,6.31,4.04,Good,D,VS2
1235,0.44,Tel Aviv,61.3,56.0,4.87,4.92,3.0,Ideal,D,VS1
4620,1.0,Surat,61.1,58.0,6.44,6.48,3.95,Premium,E,SI2
1416,0.61,Luxembourg,61.9,54.0,5.44,5.48,3.38,Ideal,H,SI1
12108,1.51,Las Vegas,62.4,55.6,7.28,7.33,4.56,Very Good,H,VS2
3992,0.9,New York City,62.8,59.0,6.16,6.13,3.86,Premium,F,SI1
4688,1.0,Las Vegas,56.9,63.0,6.45,6.52,3.69,Fair,F,SI1
1013,0.3,Paris,62.9,58.0,4.29,4.26,2.69,Premium,H,IF
3531,0.91,London,60.0,57.0,6.27,6.32,3.78,Very Good,G,SI2
4578,1.02,Kimberly,61.4,56.0,6.47,6.5,3.98,Ideal,F,SI2
720,0.32,Las Vegas,60.6,60.0,4.44,4.4,2.68,Premium,H,VS1
992,0.42,New York City,62.7,55.0,4.83,4.8,3.02,Premium,F,SI1
3609,0.91,Paris,61.7,58.0,6.22,6.29,3.86,Premium,F,SI2
4852,1.12,Dubai,60.2,59.0,6.7,6.85,4.08,Very Good,G,SI2
4209,0.81,Kimberly,62.3,58.0,6.0,5.94,3.72,Premium,D,VS1
540,0.3,Madrid,63.5,55.0,4.3,4.27,2.72,Very Good,E,SI2
421,0.31,Dubai,61.2,55.0,4.36,4.4,2.68,Ideal,I,VS2
10548,1.51,Kimberly,63.0,58.0,7.34,7.27,4.6,Premium,H,VS2
5501,1.01,Madrid,65.5,62.0,6.19,6.23,4.07,Fair,F,VS2
7193,1.06,London,61.3,57.0,6.55,6.53,4.01,Ideal,H,VVS1
5125,1.09,Zurich,61.1,57.0,6.6,6.69,4.1,Ideal,H,SI1
3583,0.98,Las Vegas,68.6,58.0,6.18,6.04,4.19,Fair,H,SI1
2607,0.92,Surat,60.7,58.0,6.29,6.26,3.81,Premium,F,I1
1827,0.53,Dubai,60.9,57.0,5.25,5.19,3.18,Ideal,E,VS1
3898,1.05,New York City,60.1,60.0,6.66,6.58,3.98,Premium,G,SI2
803,0.36,Antwerp,60.8,56.0,4.61,4.64,2.81,Ideal,F,VS1
2808,0.7,Tel Aviv,62.0,57.0,5.64,5.71,3.52,Very Good,F,VS1
5855,1.23,Antwerp,62.0,57.0,6.91,6.87,4.27,Ideal,I,SI1
607,0.29,Kimberly,61.6,56.0,4.24,4.27,2.62,Very Good,G,VVS1
13757,1.51,Las Vegas,63.3,61.0,7.24,7.17,4.56,Very Good,E,VS2
845,0.35,Antwerp,62.6,56.0,4.52,4.49,2.82,Premium,G,VS1
689,0.4,Kimberly,62.2,53.0,4.73,4.76,2.95,Ideal,E,SI2
761,0.31,Surat,60.8,57.0,4.38,4.4,2.67,Ideal,H,IF
648,0.41,Amsterdam,61.5,55.0,4.77,4.79,2.94,Ideal,J,VS1
4654,1.14,Tel Aviv,63.0,57.0,6.7,6.65,4.2,Premium,H,SI1
3740,0.9,Amsterdam,62.3,58.0,6.27,6.05,3.84,Premium,D,SI2
758,0.32,Dubai,61.5,56.0,4.41,4.44,2.72,Ideal,D,VS2
675,0.3,Kimberly,62.9,57.0,4.32,4.27,2.7,Ideal,E,SI1
1662,0.52,Luxembourg,60.9,56.0,5.2,5.24,3.18,Ideal,G,VS1
2741,0.71,Dubai,60.8,56.0,5.75,5.83,3.52,Ideal,H,VVS1
552,0.3,Paris,62.5,58.0,4.27,4.31,2.68,Premium,D,SI1
1148,0.51,Tel Aviv,62.1,56.0,5.1,5.13,3.18,Ideal,G,SI2
8275,1.54,New York City,61.9,57.0,7.39,7.5,4.6,Ideal,J,VS2
5310,1.66,New York City,60.0,59.0,7.63,7.56,4.56,Premium,I,SI2
2956,0.7,Tel Aviv,60.8,57.0,5.75,5.77,3.5,Ideal,F,VS2
2762,0.7,Dubai,64.5,57.0,5.57,5.53,3.58,Fair,F,VS2
1061,0.41,Amsterdam,62.5,56.0,4.75,4.72,2.96,Ideal,G,VS2
583,0.31,Surat,63.3,57.0,4.28,4.31,2.72,Good,G,VS1
5455,1.02,Zurich,61.0,59.0,6.58,6.47,3.98,Premium,F,SI1
6087,1.12,Paris,61.6,56.0,6.66,6.72,4.12,Ideal,F,SI1
649,0.37,Zurich,62.2,57.0,4.59,4.64,2.87,Ideal,G,VS2
1079,0.41,Surat,60.8,59.0,4.76,4.82,2.91,Premium,E,VS1
7877,1.2,Dubai,61.5,56.0,6.79,6.84,4.19,Ideal,I,VVS2
790,0.34,Kimberly,61.2,55.0,4.51,4.54,2.77,Ideal,E,VS1
2192,0.58,Kimberly,61.8,55.0,5.39,5.35,3.32,Premium,E,VS1
1830,0.6,Madrid,61.9,58.0,5.43,5.39,3.35,Premium,E,SI1
3616,0.74,New York City,61.9,59.0,5.74,5.77,3.56,Very Good,E,VVS2
1546,0.51,Surat,61.3,55.0,5.17,5.11,3.15,Ideal,E,SI1
6416,1.01,Paris,61.0,57.0,6.38,6.5,3.93,Ideal,F,VS2
6381,1.14,Antwerp,57.5,67.0,0.0,0.0,0.0,Fair,G,VS1
2904,0.79,Antwerp,62.8,57.0,5.85,5.9,3.69,Very Good,D,SI2
6486,1.05,Amsterdam,61.9,56.0,6.52,6.56,4.05,Ideal,G,VS2
1889,0.58,Madrid,61.2,54.0,5.4,5.42,3.31,Ideal,D,VS2
3810,0.82,Kimberly,61.7,56.0,6.01,6.06,3.72,Ideal,F,SI1
810,0.33,Antwerp,62.3,55.0,4.42,4.44,2.76,Ideal,G,VVS1
1662,0.52,Kimberly,60.6,55.0,5.19,5.27,3.17,Ideal,F,VS2
645,0.32,London,62.1,56.0,4.4,4.43,2.74,Very Good,G,VS1
892,0.3,New York City,60.8,56.0,4.35,4.36,2.65,Ideal,F,IF
4571,1.06,Las Vegas,61.9,60.0,6.53,6.52,4.04,Premium,G,SI2
649,0.37,Zurich,59.9,59.0,4.68,4.7,2.81,Very Good,E,SI1
2620,0.72,Amsterdam,59.7,61.0,5.78,5.84,3.47,Good,D,SI2
5020,1.06,Antwerp,62.1,56.0,6.51,6.57,4.06,Ideal,H,SI1
1904,0.72,Tel Aviv,60.8,59.0,5.76,5.81,3.52,Ideal,J,VS2
8008,1.0,New York City,63.0,56.0,6.32,6.37,4.0,Very Good,F,VVS1
1031,0.42,Dubai,62.3,55.0,4.77,4.79,2.98,Ideal,F,VS1
5345,1.01,Amsterdam,60.9,55.0,6.5,6.48,3.95,Ideal,F,SI1
6939,1.1,Tel Aviv,60.9,56.0,6.68,6.79,4.1,Ideal,G,VS2
1754,0.54,Surat,61.4,57.0,5.21,5.25,3.21,Ideal,E,VS2
8904,1.6,Dubai,62.1,57.0,7.46,7.54,4.66,Ideal,J,VS1
3092,0.7,Madrid,62.3,55.0,5.67,5.7,3.54,Ideal,D,VS2
8113,1.26,New York City,60.1,61.0,7.04,6.97,4.21,Premium,G,VS2
526,0.3,Surat,60.1,61.0,4.3,4.32,2.59,Very Good,H,VS1
1011,0.35,London,62.4,57.0,4.52,4.49,2.81,Ideal,F,VS1
434,0.33,Las Vegas,63.6,53.0,4.4,4.43,2.81,Good,I,SI1
5019,1.02,Amsterdam,61.9,58.0,6.43,6.49,4.0,Very Good,F,SI1
14857,2.07,Luxembourg,61.2,57.0,8.12,8.23,5.0,Ideal,I,SI1
946,0.33,Luxembourg,61.7,56.0,4.47,4.51,2.77,Ideal,G,IF
4808,1.01,Madrid,62.6,56.0,6.42,6.36,4.0,Ideal,I,VS1
2349,0.7,Paris,60.1,58.0,5.81,5.83,3.5,Premium,E,SI1
1878,0.7,Paris,64.3,62.0,5.55,5.49,3.55,Good,F,SI1
